match_id,puuid,gamer_name,tag_line,partner_group_id,companion,gold_left,placement,win
NA1_5183415519,GVth3BzezK657EwecCVL1wLL2ladVZRPHF8_cM9wvbwrKwXpd423TA-L465SDNbxPYoKtn9F52KXpw,Calii,Bear,,PetPoro,5,2,True
NA1_5183415519,8gi39jQu36CLYVKreruscu0xWAifGg359cr6n9mM2f-So4IQBGPS4sxQDDU-Ib9wBgnZlVTIBlUAtQ,wizard123456789,NA1,,PetFenroar,1,1,True
NA1_5183415519,XKJoqOUmfvqZ23FLgBvzJeWTzalkXiSNYFKtuKZWRonBrqQ-kklQ2qkF9My7_zKc1jdbcNmy9Fbscw,Vin10doh,NA1,,PetChibiCaitlyn,2,3,True
NA1_5183415519,Zamh6cdfxqaaDGQcGMByZxHakJmLfpZOBwCdz7jkkWfEyzIPbv6-4B7per1cazlc0TiVYDbytC_Yow,StuckStepLaner,NA1,,PetTFTAvatar,4,6,False
NA1_5196673761,uFcqD3cjGsrVZgwCXd0wtmeU_EiWW3GrgKYb3g2H1QJreyXy7vz_tz6fGn3Wmhz2tYJQAFhB0TzrHw,GoldenIsLegit,NA1,4,PetSennaBunny,1,5,False
NA1_5196673761,DqNKF8vPZ9JKsUhKOQ39ijH2p3w660wHowxqnBPnihBgeHyj4Ws7LS9xlHm2lY9claiP_ztgZcDjDQ,PPG Rex,PPG,1,PetScuttleCrab,1,2,True
NA1_5196673761,YYZmpLUGntxc3Bj6CL5swa5-uwQwi502U3iYJI-WQCNncqXGwGgCEBtZqcSGsGJh6lwsQbXah5bWCw,PPG Mirotix,NA1,1,PetChibiMissFortune,2,1,True
NA1_5196673761,iiOGy1m5Oo-oy5Qax_imsM9HN2ZhLDEYq3TBtxlFM2UFgIEAKwzqqaDbw3iV8NN2Nos8RlzfuuDffw,Her Fault,Drug,2,PetBunny,0,4,True
NA1_5196673761,hI6Fg1wlqdT4Nn0PN6d6GIIAIAC1MjWiiGs_IzqoyG1FV453KYDyfmlg7dxQHHLbdIdnA-oUf1Ve5Q,His Fault,OwO,2,PetDuckbill,1,3,True
NA1_5196673761,SzpJuy-vuUHvs9-FrQouSaSRQq7R0v_Q1r4bnF6JYHJpCRW3Ty3AlMcVSw3vRCdz6AH41rUasui43Q,Trenzyy,NA1,3,PetDSSquid,2,8,False
NA1_5196673761,Ibg73d2Ld8N8xL595gCQHtjCk2ft7BZBdWFxnG-gG69WnhfjCb3r8lZvAa4ndLmGg_YKjrUgTwaZjA,Bambo0o0,NA1,3,PetAkaliDragon,1,7,False
NA1_5196673761,w3TZJq2zwc-qMjDM0-GFq9b3vLRfFCKGcuddUzesA8sYY8LBl7qz4J_1lpVnRHZqt_0WQJePzCDuUg,Gùardiàn,NA1,4,PetChibiAkali,1,6,False
NA1_5193137946,NqxUPeQx4CPWdCOQIbCz-yCQ7RS1RwtdvAOjRWPFZWTTF_ZReC2O-Q2rENG4ga33sxiHDNKpQePAZg,Rowan,2021,,PetChibiTristana,4,7,False
NA1_5193137946,dQaVATt3Kb8Sm5jnqQf1PnIWe1aVzpG12r7a6lNvizcW32Y4CrcjAVirbQO2Igt-gRdreontYd1aUQ,Pendragon,2715,,PetStyleTwoWarwick,3,4,True
NA1_5193137946,Zamh6cdfxqaaDGQcGMByZxHakJmLfpZOBwCdz7jkkWfEyzIPbv6-4B7per1cazlc0TiVYDbytC_Yow,StuckStepLaner,NA1,,PetTFTAvatar,27,8,False
NA1_5193137946,qkgo7UsjJihMSY6B8m8mxdeUOFPauMgJFYs6CPmKVAUQPSuSjhglzDE05bJcVQ5UWrXeAzRdbN0r7Q,FearTakesYou,WET,,PetDSSwordGuy,2,3,True
NA1_5193137946,3zAS6Ek5Ia5fcmL-JADlha2EE2eIhmACWxk3xG7QvV5DyixPyqO_Tibl3-XA8VOooVHUAOKfwv45qw,FleshCurtainz,Dota1,,PetTFTAvatar,8,2,True
NA1_5193137946,ispN_XdNjRc6X24xr4nIluOeGdcRp-5lRGHP-H-qrO78p30zzM2YgrLe03JorcO94GYpPXQxUST8Dg,MattsPenois,FENT,,PetChibiYuumi,2,5,False
NA1_5193137946,z7kEfZrHWDUPMy2NP49KW_zaOEgbxMQRjr0cFbGM6hK6LKQZi6yzLoJucNrrqcGX_kUHiQu5TD20lA,derricks a boss,NA1,,PetDuckbill,1,1,True
NA1_5193137946,TBrC4Dqi0I4Jfm1O8iV_tWciccxrljwLV7UYhx6FN-BGiVXA0Fp6pczK-GKi_wc1km1jqpoZT81EKg,44LAGR,8177,,PetPiximander,4,6,False
NA1_5190573080,DqNKF8vPZ9JKsUhKOQ39ijH2p3w660wHowxqnBPnihBgeHyj4Ws7LS9xlHm2lY9claiP_ztgZcDjDQ,PPG Rex,PPG,1,PetScuttleCrab,44,6,False
NA1_5190573080,YYZmpLUGntxc3Bj6CL5swa5-uwQwi502U3iYJI-WQCNncqXGwGgCEBtZqcSGsGJh6lwsQbXah5bWCw,PPG Mirotix,NA1,1,PetChibiMissFortune,1,5,False
NA1_5190573080,yTsXtnnqALHbuXsfWdcg6J5eRHT0zQjpEKG-_9K1pwh34swfChdy1D6SgIiiykxLMbzzuOteE9UQZQ,Casores,1337,2,PetShark,72,8,False
NA1_5190573080,vg8_Lf9-hg54J6GEHqN1uEIcrln7NykTRUQ7mR6QB2t3SFb0P30BtTJerr0bk0d7_c2bcasxHXPd2A,irohoe,NA1,2,PetShark,15,7,False
NA1_5190573080,INMKom5HE-ZQ_WLwwVukUAL7IGh1rHmxuO_50omlbFDm_YJG_WZeLXpvtYtbmhnfO2aPJFUz7BJNkQ,JokerLove,2621,3,PetChibiIrelia,10,4,True
NA1_5190573080,ascIYQ6edB19rzq9WfZwn81GltbFfxvtqR469Da_Gg-wLK20VjfXTHTseUuHhinuv4BKO41RQbrj_w,LighteningDK,NA1,3,PetTFTAvatar,1,3,True
NA1_5190573080,LsOJvTefI1T8NvwSsyAlsoizdMM-fMOcM74DcGBd9q4whNRjoWXIhJ6C9Efi5eot3M6Dx1VvpnaNOA,The Buttmuncher,05218,4,PetAoShin,4,2,True
NA1_5190573080,xCjF5mUb05_7wpE6eMGCD8-BwFO7TfTY_ll86wMQ3gxp3QRMXFwj1OSlM4JVMPnXNDjAL_BLCCoQAg,OrganicGarbage,NA1,4,PetAoShin,27,1,True
NA1_5179255976,REzBNpYLlUXqLbEG2FiN-pKcZGmeo9PGHzVMDvIYH3fJX3aNJM1YSje1CvoekrMHoC5bibXSZerSMg,Asuná,NA1,,PetSpiritFox,1,3,True
NA1_5179255976,iT3HbU3x8f-7uEMmOx1LavtMnITOFkBKK9ZN0hN302pEWxIe0P4ziNByQxAPn8X13WOHVBFKNEizyw,Jan,蔡徐坤,,PetPiximander,20,6,False
NA1_5179255976,YqxqMv8LVnPpd2NJ5oQRCtgh1bptFaJ9IF6NT1NNKZWTquxw89f1JhfuaqqfuQDIyIL1ZJNFkHjGYw,Strife,NA1,,PetStyleTwoJinx,30,1,True
NA1_5179255976,vrEp2RUbDHfp8SAuV6PvGb862PpQm_xXwsBI6lMoXDOsQFQDOx8ZEpcDK5dReOscBcJ28hNEPC_H6w,NoRiceBro,NA1,,PetChibiSett,0,5,False
NA1_5179255976,YYZmpLUGntxc3Bj6CL5swa5-uwQwi502U3iYJI-WQCNncqXGwGgCEBtZqcSGsGJh6lwsQbXah5bWCw,PPG Mirotix,NA1,,PetChibiMissFortune,3,8,False
NA1_5179255976,6RtE1CFYUHLBqMstiS8-5LaQiazKCYSPAxCZBxI2oC1iYm9BPDLmLijf5Qw4LG9JyJ7OCFBUxOuWmA,Helchonius,NA1,,PetChibiEkko,0,4,True
NA1_5179255976,RzhlL2rSzfm8T1v1EjQJh6XfLG5rIGUwcj3G6P9uHpTIdwIplPwYqVjOuZfnhEKr-QyJDJiedz2EXg,Georganism,1925,,PetAkaliDragon,0,2,True
NA1_5179255976,Zv7gQSBj-h5AxZYD4XY8fgLkxcGYcu40qO_hqIvD128nmSp-k5YWVBNR78Cbxn-gyETXzLdV6Gjs-w,alberto,2001,,PetChoncc,0,7,False
NA1_5176996593,DJUtJp0X1VhY5vYo4MvqZAbESqwm0P1AvJQJJs-wzYW4COJsre9W528S2Rs9jdqoN-LABIDIde0mEA,ChubbyPuma,NA1,1,PetUmbra,2,5,False
NA1_5176996593,vR-5nyDoJnVam02BZBo5eamztVogYuCUkSBwxTOPZQRFWQncWHN7btlFV2rGzxUujD3kNg10nRSSfA,GriZz14,NA1,1,PetStyleTwoJinx,1,6,False
NA1_5176996593,tU0wme9cBoBMVtQmnzgXMLAP0uOzHqZ0znBtRnYbtMb0YtOeZGkage675jsvQEpy8Mh7GUUTwOvlIQ,ShroomDoom,NA1,2,PetFenroar,7,7,False
NA1_5176996593,F7kDsBVNUfNciFddQzkbluRvyC4v1GoYBnRvuKyOnQfKGrI1_NIrgDLAXcx0d-I4MhXJ39BiTOwUww,Last Quail,NA1,2,PetFenroar,1,8,False
NA1_5176996593,DqNKF8vPZ9JKsUhKOQ39ijH2p3w660wHowxqnBPnihBgeHyj4Ws7LS9xlHm2lY9claiP_ztgZcDjDQ,PPG Rex,PPG,3,PetScuttleCrab,21,4,True
NA1_5176996593,YYZmpLUGntxc3Bj6CL5swa5-uwQwi502U3iYJI-WQCNncqXGwGgCEBtZqcSGsGJh6lwsQbXah5bWCw,PPG Mirotix,NA1,3,PetChibiMissFortune,23,3,True
NA1_5176996593,Xf20qOsVGshAQMN45Gyez3e4jUSC8mrLF9Kgb25URtlHsIsK2bOnCU-zNz1dDaQBE_iGVavshdfMVQ,Count Cvntessa,NA1,4,PetUmbra,12,2,True
NA1_5176996593,Cb5sDlXayhwCJqPIZyFb58gaONb75OV_kigfx169ZS7BRbr-rywIOKN3VFXSjovUOLpT5qKMEyDXCw,StinkyCooter,6828,4,PetElegantDragon,23,1,True
NA1_5199425375,asp3_51r0Ka5PZ0KmWHkhiHicp0GaIdFLT_fNc1dvSYk-cbddJgtBUk94VCjeM2G5nzBTQRJ_PeOjQ,jaysol22,NA1,,PetStyleTwoJinx,1,1,True
NA1_5199425375,R_87mQhR8ov3TrBNaPCoFmf5rcWDWBokHC-RIh0aUZLCIkWxhAH5cMmv1nhzYrhEzEu7thtMb-KjkQ,IRG Flipmode,EATME,,PetChoncc,3,4,True
NA1_5199425375,PvhIfbiWXMdvK9AEsp7ykFal9wRvkSXcrLpgXoDawOw8e_LhW5N3t-Xqwni5bBE9y4-VOBJQRGEzIA,jj2000civic,NA1,,PetChibiCaitlyn,19,6,False
NA1_5199425375,Zamh6cdfxqaaDGQcGMByZxHakJmLfpZOBwCdz7jkkWfEyzIPbv6-4B7per1cazlc0TiVYDbytC_Yow,StuckStepLaner,NA1,,PetTFTAvatar,48,8,False
NA1_5199425375,tBnLjOO5E9X3lW7W7k5a6a6ajKarxBTVlGfBCIZFemur-Mm5vdNiVPOM1lV9CJJ8bxYsreIkx-8AgQ,Monkeyballz14,NA1,,PetTFTAvatar,53,7,False
NA1_5199425375,1qu6wru5CDbD2V-hLCsdfdiktIThxfalkRc51xaoUNMM2Kkq-KssUMvpUbL4Ui9FYrKVRkwt04pJKg,Tony Sins,NA1,,PetShark,2,3,True
NA1_5199425375,zDE1bZd1nPY-MMNRtcpBjVP0NKf9KxMfog8sEkbucDVQUSn8QjLiixzE-H2bdUddeTYRwMnE5HP50Q,THMC,0440,,PetSGCat,7,2,True
NA1_5199425375,y7iWgmqB_qWNDkR-vO7FQWEncq7xjjYBVk_lOsG-oBQZTc4nOxxDPNGeevxlSDyyG5hKFPkLYspvRQ,TheNickromancer,2822,,PetTFTAvatar,2,5,False
NA1_5178563684,UOKGJnZI4WsrouWOxbcefQy1ILh8YGt3lT0ue9rSUbNRCk1-tyeabcJC7x2vAalCbQvbenJhTGvhjw,Aomni,MAGA,1,PetDSSwordGuy,1,8,False
NA1_5178563684,ICm0LEzdeV2Esjfl3wQDsPSBL2K8kczimLV_X8cYiHOKy9ceCNK42U2tlI22S4YRQcAm-nWzGFRzkg,Milk and Mocha,NA1,1,PetChibiLeeSin,3,7,False
NA1_5178563684,jBGOvjASUQ6frx93Tu7CNash86UcSqMlJ6zGnnz2b6DiUq0psFC6L2pLaBt7o_3daLsD_ia9qyWQpg,gogigon,NA1,2,PetUmbra,7,3,True
NA1_5178563684,7FxEGc_A89bqkaE0Orpb7gze85tDGRfjexTKOXqyh9NjIPv3H7WGpUlCQQY22C2p9PLqxb0sscgHRQ,KIA JUMO,JUMAK,2,PetChibiKaisa,1,4,True
NA1_5178563684,wN7ZHF_85YV0VI3NepKhh-5FCBHKxSAv9FmJde-dtXuXQY46rGK_670O1B3GIxwcfJnkfHTtyBVzsg,Itsuki,swako,3,PetPenguKnight,38,2,True
NA1_5178563684,wgRJyjYmsIm9wZiHIOnB5hN00YTYJfr1pYEjoKLY_GvOwPLzwkuuvYeWWJLXilu8yP2UL3OC9M67WA,sou11ess,NA1,3,PetStyleTwoJinx,51,1,True
NA1_5178563684,DqNKF8vPZ9JKsUhKOQ39ijH2p3w660wHowxqnBPnihBgeHyj4Ws7LS9xlHm2lY9claiP_ztgZcDjDQ,PPG Rex,PPG,4,PetScuttleCrab,1,5,False
NA1_5178563684,YYZmpLUGntxc3Bj6CL5swa5-uwQwi502U3iYJI-WQCNncqXGwGgCEBtZqcSGsGJh6lwsQbXah5bWCw,PPG Mirotix,NA1,4,PetChibiMissFortune,18,6,False
NA1_5193069086,R_tMCcR8fmJXCx3BzVebfp87u02QzRcRIqHnQiHKmFK5vFPdLjTauGRxutWz19GouHYboE8CjHuMWA,Pãul,NA1,,PetChibiZed,2,4,True
NA1_5193069086,Zamh6cdfxqaaDGQcGMByZxHakJmLfpZOBwCdz7jkkWfEyzIPbv6-4B7per1cazlc0TiVYDbytC_Yow,StuckStepLaner,NA1,,PetTFTAvatar,3,5,False
NA1_5193069086,CP_RjlJHsRr3yNvqcVkGauKZ462FlRfYsxuI86PCqQxU2C9C0b6h-YhQ9Q2lJv0UfTLQjFGJbpS4lg,darthcarth12,692,,PetPupDragon,2,8,False
NA1_5193069086,huh6VFHUEnu_x29Zc-btpu_XWdrG98lJhikwugucaRefVxkO1Us6eDiP8d6i0H3J6uyR5hyodtLb-w,Summoner Cersie ,NA1,,PetMiner,0,1,True
NA1_5193069086,rVlcF9xMZqsUN_77_x8hmYcqfqcbOCTr98HMAckO7uLaN-Jbj_dP_Eo2dTtvTHHdOvSd-MEkXoxveA,zinji,3285,,PetChoncc,4,3,True
NA1_5193069086,7-ruchMp5_UCTuWpc3qHOzp2j3OmFvuTBkOKV9kVRczPsV0uNCgJYY_3xNFR40bYkPj3M8-QqFejag,PixelBrix256,NA1,,PetBat,14,6,False
NA1_5193069086,Kbmj7sEC7yCP8zm3Hy1nuZkYtSwGu_Izz7a2C6XtPmbGWsCDdJ8lD-1SAWuNAtLXIFTUNBU4MYXcPg,Barxvoh,NA1,,PetTFTAvatar,2,7,False
NA1_5193069086,ykvA2OnyULUs28bselIKTdMmJSqyBE8LchjLR9fy2aUO9Weaxc1Np2gvR07XU5T2gWor6RtO9OpEbQ,ddoosh1,NA1,,PetChibiIrelia,3,2,True
NA1_5171045139,Zamh6cdfxqaaDGQcGMByZxHakJmLfpZOBwCdz7jkkWfEyzIPbv6-4B7per1cazlc0TiVYDbytC_Yow,StuckStepLaner,NA1,,PetTFTAvatar,3,3,True
NA1_5171045139,AYCjEmjOitFjEou4GA4MRsYY7BLB8RUEVQOT7vEVkAQ0QeSKcmLdGtuZnrNaY3XuUTd6cRg5MVqcDg,Git Schwiftee,NA1,,PetTFTAvatar,1,1,True
NA1_5171045139,s0KrSN0UJ6bLXAW-U_kiO9bazZCHKNXpBEFpjd7BhN-NpR2xWH3dM-B8PVrwcWfvLbmHRtJ4a-lilQ,MajorMelons,6969,,PetChibiYuumi,2,6,False
NA1_5171045139,V7Pgpy8BqmewOt6ghtZ8ZKnJ5neHd0yBAqcEhvoAFErJiP_xiDuTMTy0QgYxmsq6AgzpiXb0b0yW5Q,THEESupremeNut,1337,,PetSGCat,20,7,False
NA1_5171045139,7BShucWFBAQ4PDWpsbbjA2WoXElwkgrygf5v7eSOrvyDQqp5E53v6da9u9y13MRo0_PX8q_MoRqN_A,ChronoFrost,001,,PetChibiGwen,11,5,False
NA1_5171045139,y9LlTIfbamB1T58-h7l4LhgDP_dMHLWYbzOhA5Pz25FbG0RIYhvjdJMCp1RydLuKZXyw1_PL_fw3zw,xoxomiggysmallz,NA1,,PetGargoyle,14,2,True
NA1_5171045139,mt3CL7Uz8tIgoVEtlzqa2R801iTVDGa8IUKb4qkHaJW_ttEHcw1n_1QXlq6TRNMLaKcImfSRs4djOg,Nautilus,3472,,PetGrumpyLion,3,8,False
NA1_5171045139,KVrbTPhqpynLib-CalGWyTnOPMyok0kwS7y8YbX0BAPngctXXCspB5Zonhs_uheahz8X8SK2Ho42BQ,DirtCookie,NA1,,PetFairy,4,4,True
NA1_5181296086,b_K-cjCgJWl_q_CyprLruVPNiMQQVv_SzoK5Vho8XXswyVN_XMLD0xY8Rthh87ce2aE1DGtVsCkrXw,SKT T1 Flakér,NA1,1,PetChibiOrianna,1,5,False
NA1_5181296086,eqHkhEAwLxXa62gexo-hchpn9yqk-S1f_WvTOqM3F86ohVPYx5PgzPXNm4AJj4MS23xbvK-vkIs1TA,Your Ankles Gone,Gone,1,PetChibiCaitlyn,0,6,False
NA1_5181296086,DqNKF8vPZ9JKsUhKOQ39ijH2p3w660wHowxqnBPnihBgeHyj4Ws7LS9xlHm2lY9claiP_ztgZcDjDQ,PPG Rex,PPG,2,PetScuttleCrab,52,3,True
NA1_5181296086,YYZmpLUGntxc3Bj6CL5swa5-uwQwi502U3iYJI-WQCNncqXGwGgCEBtZqcSGsGJh6lwsQbXah5bWCw,PPG Mirotix,NA1,2,PetChibiMissFortune,1,4,True
NA1_5181296086,wqgmR30Mn-Y8lO54a9Xdg9JFCauceCfyBwg1Kd1uqijpYU7MuW1ORG3_-SutzIXg-sIolvIH5Wcpkg,GunnyBear,DAPS,3,PetChibiGwen,0,8,False
NA1_5181296086,Q81xgtZhIr64luhflN_PsihqI_4HZdqZDr39whYBec5uhEBk_w5CgGpaHwfUROTs5HI3QDpf6hPaUQ,SneezyRyGuy,DAPS,3,PetChibiMorgana,2,7,False
NA1_5181296086,KCdlw7jfOjDiBebpg1Y_cJ91-WF-_519k-XAari7bVS4X2NmHlDYQVlm9wUqLwJmpci_OkkDZPL1Iw,Dad,hitme,4,PetStyleTwoJinx,2,2,True
NA1_5181296086,dMn524pgT4zKD0pXtFsnLB2Eu8U6pYoAlvdKGdvegtS68-R5B7R5O4XtU4Wqiw9osJFxI0AYihpcZQ,Draginight,NA1,4,PetBallDragon,1,1,True
NA1_5199346514,VSLd7FH_zZBsTpmVBwE6OvshlrZsrHld-EOXIJ0E73F6GD3UqaXFwhtQR88HnBoHGb6i4sJ7hJ9kKw,Orion Orburgen,4648,,PetSGShisa,9,2,True
NA1_5199346514,YYZmpLUGntxc3Bj6CL5swa5-uwQwi502U3iYJI-WQCNncqXGwGgCEBtZqcSGsGJh6lwsQbXah5bWCw,PPG Mirotix,NA1,,PetChibiMissFortune,136,1,True
NA1_5199346514,r4xHzV7KuepGgvSyf6Ql6IpdHxrmb2qn0Q78taMAuG4RSkg-eXJRHao-Xh_oL4idgdWfGQ1C2lpioQ,TranquilTempest,Storm,,PetChibiMorgana,0,4,True
NA1_5199346514,09TSPkXYaMTO4njXOyOZ6QTaolFSnoHkhXFdEqetAjdzOP5UHaeKS7GFFGHOHgCPtVpZF8ak2dEiBQ,KappaChungus,NA2,,PetHundun,55,6,False
NA1_5199346514,t0mBUn_c_KFJJvCjljlJW5GaeBQbHzqEw6LGuQ_mGiiv35FdHUIi6V9c0FB0-0VPD_KuRqnP0Rlx-w,Floy,1DA,,PetPiximander,5,8,False
NA1_5199346514,DzzWR0gBJ2h1fec6O86uzth2fN8sRr2i9LqP-olVlSjrLLw0lK7cSRruYDGbEt12Z-_ZczGlgxnb_g,Derpinic,NA1,,PetDSSquid,10,3,True
NA1_5199346514,jtFkkgJ5jeAjiellzBTMQg-wGVBFUP2RWGZzYZAl-lt11For60ZhRESQIg6X4leUoTJ24WgzjqGGsg,voiceofthegods,NA1,,PetPenguKnight,12,5,False
NA1_5199346514,IQlqhwJSo1HHml_4trNx8_FnrwTkatAKG-7S7a7tyZsYae1NsruX8Dxhj7q7H2Zq0_g4jYJywDB3Gg,SlayMaster10,NA1,,PetChibiJinx,23,7,False
NA1_5193161994,DqNKF8vPZ9JKsUhKOQ39ijH2p3w660wHowxqnBPnihBgeHyj4Ws7LS9xlHm2lY9claiP_ztgZcDjDQ,PPG Rex,PPG,1,PetScuttleCrab,6,4,True
NA1_5193161994,YYZmpLUGntxc3Bj6CL5swa5-uwQwi502U3iYJI-WQCNncqXGwGgCEBtZqcSGsGJh6lwsQbXah5bWCw,PPG Mirotix,NA1,1,PetChibiMissFortune,1,3,True
NA1_5193161994,C1x24luZzEOSWqiksiEekB27aJP3jB2HRfc55cJDkZe8pZvCJAEd8wmQL_7ihzGtWPyG2sBrsa14tg,CasinoPie13,NA1,2,PetChibiCaitlyn,4,2,True
NA1_5193161994,gBW3gLDnYLa7bxCvxQL2fduiLG39GNm8X3jgH1dG16fv8wMZVWaZsBoEa9O3VHkNrdxgoA9JWJ-okQ,sephc,NA2,2,PetChibiAnnie,21,1,True
NA1_5193161994,yGkVASkXrsSxF-Pwis0XIJZRm4DjzIZByW3CnI0GbqEu7RNxKRs5q81DKeAGsYTnEFbj9-vwSj18bw,FriedDumpling,NA6,3,PetChibiJinx,3,8,False
NA1_5193161994,xulqUGBEjhwoJKvHM4qRKh7SCWj7tZCMunMhO8HvXfsa123KaCDRBxmnhuPGSklIwvPL2cJkeziaTw,SteamDumpling,NA9,3,PetStyleTwoJinx,1,7,False
NA1_5193161994,IIC5Heqr7uSD6KhERMCdGnfDUlhkGahqH73gTrqiZ1pguh8g9ANNVdwvS9A-kG5WYH3o4eLiruuEEg,Jenchu,1014,4,PetChibiLulu,2,6,False
NA1_5193161994,ZahFQhm284HHdWTHHC5NW8bu0ALCYEqy-_Xip6PS4UTERf9l-haEcEpHs13EZK_oqnf3BwWyonFkbQ,Chonkie,2228,4,PetPenguKnight,51,5,False
NA1_5171059835,LLcd5SuQN6WVa3PFX8OpRSIhPO6yskhL7DXM7ZiiECfdLuaoCD16v79TwKpYZ0sPArtRdjDlYmAg0Q,MINECRAFT,9982,,PetPiximander,3,2,True
NA1_5171059835,Zamh6cdfxqaaDGQcGMByZxHakJmLfpZOBwCdz7jkkWfEyzIPbv6-4B7per1cazlc0TiVYDbytC_Yow,StuckStepLaner,NA1,,PetTFTAvatar,18,7,False
NA1_5171059835,gf1YltpcORZAo922JX1haQAB1GM1RUnTIF-9MytCe-8OEyCteJI6bWt--SfgIIrVIwkT4u6n6ArF2Q,NYCTOPHILE,ADRL,,PetUmbra,24,6,False
NA1_5171059835,FUKNpOqRQfNHv-AzO3bCCrC8rF7BMBw3ssHbaqgdOw6EMcNz-me3O7MrznGmvcxqYBlHZZQSv9RSIg,JerseyD3vil,NA1,,PetMiner,26,4,True
NA1_5171059835,yssBbT15CanvWJiCCakOXVxIh_DKGS07qxs6p2viUDax6QVF2jNtu4WT5T-ugwS6rbrGr9A0_qSSiQ,CrackAuntie,NA1,,PetChibiYuumi,1,1,True
NA1_5171059835,MvO8Hx8YfPEnfz-kLirgJQzS0uxXXmwfPGysfRX2nUOJAG3-IHW9ZbJsvwLouxla2TezvsodTUfpSQ,SlootMaker94,NA2,,PetGloop,2,3,True
NA1_5171059835,sBhqnZLnBcd-5T7xdSfK9AyAWqOnw8yuMehkiqEjt8vkJdwlcUOEbqrHGnVK4nZvNwHE7H1QumK8gQ,KoruTheEmperor,NA1,,PetNimblefoot,3,8,False
NA1_5171059835,qCEdfbKIcj5_vMlJUztijaObESJ-xIe4FIikf-1r8XBXZvnZZfqCXHT2YUNzV52xhvLrw3-aLBPnYQ,SoggyToast,0069,,PetChibiYuumi,15,5,False
NA1_5199458833,Zamh6cdfxqaaDGQcGMByZxHakJmLfpZOBwCdz7jkkWfEyzIPbv6-4B7per1cazlc0TiVYDbytC_Yow,StuckStepLaner,NA1,,PetTFTAvatar,20,8,False
NA1_5199458833,EJGn690dyrhYowWsg0QQovHyajBBB5qXHEncsOwYIzXXTBJKB1V6Fk0stmkBn8t3JDyK-HeGP_xmag,MaTuSeK,NA1,,PetChibiYasuo,6,6,False
NA1_5199458833,_0ulW1Ew5RTUnPP_M9o5GnZkC_WUSHobUfQWdieAnAHLuWx-nMY3giZq5Ss-VKylQPnTw-Qj6TXPEA,Demigod Inpew,7777,,PetChibiVi,6,5,False
NA1_5199458833,dko77FpcWLl1RMDRWMGsVxqT4hk_DK3tAUvKYTSRu9kR6GT67G8DpdzbvhsExqgnGQwCTguUspjnng,KAKAHEAD,NA1,,PetPegasus,34,4,True
NA1_5199458833,EIOSRF_PEThoEgEkt2WdpWm2V8Dq2FhKUwzNrA3CBlvDYoICeq2kirlvhttEde13Yrqa3Djsi8W2vQ,Kisk Masters,NA1,,PetQiyanaDog,77,7,False
NA1_5199458833,bW-Xouei5CitAF2wLj-c5iCVq5G10xhiI66iYtxC-Ec_M4PUVkUsFKu1ZUmT5GC4h37zz-pzFnoTGQ,TeenyPenguin,NA1,,PetPoro,6,2,True
NA1_5199458833,Dv4ZS_TrqwNSr_uSLc_NuIT2qBCAOQ3cEDR4U_dW1eyuxNMk5MRFr3iccyhTDsf40ENf56soWUDoIw,Juicedman,NA1,,PetChoncc,2,3,True
NA1_5199458833,59Gad1uYFOecEConJXL0Y69DFoqfdRJ-WcCQTAqYu-lT0mV1aYAe5UlkCcVpM2RUhgwaD-pxr_aXwA,Kairo,306,,PetSGShisa,20,1,True
NA1_5179451826,W5iyv7RKwvSFOcpqkKK17vAp6yRqPvCbb0vEwnJOFaYJvGrbdsfJnhS8-8UF0h_OLgrjwoPbFbFWEw,DoshCannon,NA1,1,PetShark,11,2,True
NA1_5179451826,Fvnlb8iP9EHYyo86i0J4k1vG6Egosz0qbA_Gwtg3BpCXtm-49C-ULS2rU4TP081teYaY4AjzRUiw5Q,viddy,b1ue,1,PetDuckbill,11,1,True
NA1_5179451826,DqNKF8vPZ9JKsUhKOQ39ijH2p3w660wHowxqnBPnihBgeHyj4Ws7LS9xlHm2lY9claiP_ztgZcDjDQ,PPG Rex,PPG,2,PetScuttleCrab,4,6,False
NA1_5179451826,YYZmpLUGntxc3Bj6CL5swa5-uwQwi502U3iYJI-WQCNncqXGwGgCEBtZqcSGsGJh6lwsQbXah5bWCw,PPG Mirotix,NA1,2,PetChibiMissFortune,4,5,False
NA1_5179451826,Lh9FG1hvFvstIB7wm1nduaBih6KinVyu-uNmmu5PlpIQXSPbBNIyV_fq-vVAbUtUlDLSqv2PLTMyOQ,BWiebs,NA1,3,PetChibiYasuo,1,7,False
NA1_5179451826,PviyoSyf07hfvHMA1XkXkwc6fJy7k43X1I_nA4H72jDjJubnFwfs4uJgjxk-R-nsbLznEAsknWfdag,Crglaze,NA1,3,PetPenguKnight,1,8,False
NA1_5179451826,1iXcIN5RSdXv0VTknQaUypfLqQ_ZOmMhEJMQq7Gl3CGnG2cfdb3FzgmHvvSNkd6PSh5LjjWTLfS24w,maasymaas16,NA1,4,PetChibiCaitlyn,1,4,True
NA1_5179451826,k6hTikbpt0l-aLqorO_bbqNKnw8-WG6t4sQ5FeDqDJ9GCTJ_G_OqsoHHrZcVvUImicJIfYGfT_6Fww,Volscian,NA1,4,PetPiximander,1,3,True
